MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
2597911000006113	426	^ESCTFL259791		Flu	6142004	11205017		32
2608911000000114	8	H2D		Influenza due to zoonotic influenza virus	1033051000000101	2608911000000114		32
2608951000000113	67	H2E		Influenza due to pandemic influenza virus	1033071000000105	2608951000000113		32
2608991000000117	1166	H2F		Influenza due to seasonal influenza virus	1033091000000109	2608991000000117		32
2609031000000111	104	H2F0		Influenza with pneumonia due to seasonal influenza virus	1033111000000104	2609031000000111		32
2612651000006114	1	^ESCTNE261265		Necrotizing pneumonia	7063008	12654019		32
2612661000006111	11	^ESCTNE261266		Necrotising pneumonia	7063008	501627018		32
2622071000006116	24	^ESCTCY262207		Cytomegaloviral pneumonia	7678002	13688018		32
2622401000006115	2	^ESCTCH262240		Chronic adhesive otitis media	7699004	13730011		32
2622421000006113	31	^ESCTAD262242		Adhesive otitis media	7699004	13732015		32
2664631000006111	2	^ESCTSU266463		Suppurative tonsillitis	10351008	18023014		31
2666231000006116	1	^ESCTIN266623		Intracavitary aspergillus fungus ball	10446001	1219054011		32
2677241000006116	2	^ESCTAC267724		Acute suppurative inflammation of sphenoidal sinus	11134001	19293018		31
2710431000006111	13	^ESCTSP271043		Sphenoidal sinusitis	13266007	22693012		31
2712661000006118	143	^ESCTPO271266		Post measles otitis media	13420004	2547674010		32
2726611000006113	75	^ESCTPU272661		Purulent nasal discharge	14310000	24335011		31
2730071000006112	2	^ESCTTU273007		Tuberculous pleural empyema	14527007	1221107011		32
2735611000006116	62	^ESCTMY273561		Myringitis	14852000	25229016		31
2736971000006114	1660	^ESCTAC273697		Acute suppurative otitis media without spontaneous rupture of ear drum	14948001	25383016		32
2750711000006118	36	^ESCTAC275071		Acute inflammation of sinus	15805002	1221236018		32
2750721000006114	210	^ESCTAC275072		Acute infection of sinus	15805002	1221237010		32
2756071000006111	67	^ESCTVI275607		Viral bronchitis	16146001	27332017		31
2764721000006112	19	^ESCTCA276472		Candidal otomycosis	16681000	1221395019		32
2781561000006114	2	^ESCTIN278156		Infective tonsillitis	17741008	29983016		32
2795871000006117	13	^ESCTET279587		Ethmoidal sinusitis	18643000	31431013		31
2832801000006113	4	^ESCTAD283280		Adhesion of tympanic membrane to stapes	20916007	1222584012		32
2836821000006119	4780	^ESCTCH283682		Chronic otitis media	21186006	35608013		32
2867041000006113	11	^ESCTPO286704		Post-tuberculous bronchiectasis	23022004	1223017012		32
2869341000006117	1	^ESCTCE286934		Cellulitis of pharynx	23166004	38903015		32
2884231000006116	2	^ESCTGA288423		Gangosa of yaws	24078009	40421012		32
2893781000006114	62	^ESCTIN289378		Influenza due to Influenza virus, type B	24662006	41335015		31
2893791000006112	6	^ESCTIN289379		Influenza caused by Influenza virus, type B	24662006	3295865015		31
2924131000006113	353	^ESCTBO292413		Bordetellosis	26484003	44351010		32
2946741000006113	1	^ESCTIN294674		Infection due to Bordetella pertussis	27836007	46588011		32
2947421000006113	18	^ESCTFO294742		Follicular tonsillitis	27878001	46657018		31
2976201000006115	4	^ESCTAC297620		Acute epiglottitis and supraglottitis	29608009	484337012		32
2988741000006118	2	^ESCTAL298874		Allergic-infective asthma	30352005	50801012		31
3010581000006119	2	^ESCTAD301058		Adhesive middle ear disease with adhesions of drum head to incus	31700001	52961017		32
3010591000006116	2	^ESCTAD301059		Adhesion of tympanic membrane to incus	31700001	1227847011		32
3018131000006114	29	^ESCTFU301813		Furuncle of nasal septum	32179007	53753011		32
3035251000006112	6	^ESCTAB303525		Abscess of tonsil	33261009	55507017		31
3039491000006116	2	^ESCTMY303949		Myringitis bullosa haemorrhagica	33528003	485544013		32
3039501000006112	1	^ESCTMY303950		Myringitis bullosa	33528003	1228081018		32
3047811000006116	148	^ESCTPN304781		Pneumonia due to Streptococcus	34020007	56816017		32
3059021000006113	1	^ESCTDI305902		Diffuse otitis externa	34723002	57953018		31
3064351000006114	3	^ESCTAC306435		Acute interstitial pneumonitis	35037009	58469019		31
3066791000006111	9	^ESCTAC306679		Acute middle ear effusion	35183001	486084018		31
3118451000006116	18	^ESCTCS311845		CSOM - Chronic suppurative otitis media	38394007	490747016		32
3118471000006114	16	^ESCTOT311847		Otitis media with effusion - purulent	38394007	490750018		32
3118481000006112	78	^ESCTCH311848		Chronic otitis media with perforation	38394007	490751019		32
3130351000006119	1	^ESCTPN313035		Pneumonia due to Proteus mirabilis	39172002	65707017		31
3132041000006117	151	^ESCTSU313204		Suppurative otitis media	39288006	65883013		32
3144611000006116	46	^ESCTCH314461		Chronic infection of sinus	40055000	1229599011		32
3163841000006112	47	^ESCTAD316384		Adenoviral pneumonia	41207000	68738015		32
3164871000006118	6	^ESCTIN316487		Influenzal bronchopneumonia	41269000	68835014		32
3166801000006115	10	^ESCTPN316680		Pneumonia due to Pseudomonas	41381004	69026013		32
3176151000006118	116	^ESCTCH317615		Chronic atticoantral suppurative otitis media	41954005	70007011		32
3183581000006119	24	^ESCTKA318358		Kartagener syndrome	42402006	70749014		32
3197241000006116	65	^ESCTOT319724		Otitis	43275000	72201014		31
3201571000006115	1	^ESCTCH320157		Chronic exudative otitis media	43561008	72638015		31
3206351000006111	3	^ESCTSE320635		Septic sore throat	43878008	73159018		32
3206371000006118	2	^ESCTST320637		Strept throat	43878008	197737019		32
3206381000006115	45	^ESCTST320638		Strep throat	43878008	197738012		32
3231041000006110	4	^ESCTTY323104		Typhoid pneumonia	45312009	1230217011		32
3236731000006114	7	^ESCTAB323673		Abscess of nasopharynx	45629003	76087016		32
3241481000006114	169	^ESCTLA324148		Laryngitis	45913009	76560010		31
3259121000006116	1	^ESCTMY325912		Mycoplasma pneumoniae pneumonia	46970008	494704011		32
3259141000006111	1	^ESCTPN325914		Pneumonia due to Mycoplasma pneumoniae	46970008	2164029012		32
3304301000006112	4	^ESCTOC330430		Occupational bronchitis	49691004	82755016		32
3316381000006114	492	^ESCTLO331638		Lower respiratory infection	50417007	83996017		32
3316401000006114	33579	^ESCTLR331640		LRTI - Lower respiratory tract infection	50417007	1230862016		32
3329901000006119	225	^ESCTVI332990		Viral tonsillitis	51209006	85317015		31
3334051000006117	1	^ESCTNA333405		Nasopharyngitis	51476001	85728018		31
3334061000006115	2	^ESCTRH333406		Rhinopharyngitis	51476001	85731017		31
3334901000006115	7	^ESCTPN333490		Pneumonia due to Escherichia coli	51530003	2671161016		32
3348911000006111	407	^ESCTAC334891		Acute mucoid otitis media	52353000	87124011		32
3364271000006114	68	^ESCTCH336427		Chronic otitis externa	53295002	88624014		31
3378371000006116	173	^ESCTUR337837		URTI - Infection of the upper respiratory tract	54150009	1231297015		32
3378381000006118	7074	^ESCTUP337838		Upper respiratory tract infection	54150009	1231298013		32
3378391000006115	19	^ESCTUR337839		URI - Upper respiratory infection	54150009	2579414011		32
3382651000006114	1	^ESCTAC338265		Acute URI	54398005	90416013		32
3382661000006111	7	^ESCTAU338266		AURTI - Acute upper respiratory tract infection	54398005	2901861010		32
3382671000006116	124	^ESCTAC338267		Acute upper respiratory tract infection	54398005	3014046010		32
3402891000006112	3	^ESCTAV340289		Avian flu	55604004	2620947018		32
3427851000006114	31	^ESCTRE342785		Respiratory syncytial virus bronchiolitis	57089007	94949015		31
3437801000006113	10	^ESCTCH343780		Chorditis	57713008	95978014		32
3437811000006111	4	^ESCTIN343781		Inflammation of vocal cord	57713008	3497107010		32
3451101000006114	5	^ESCTEM345110		Empyema thoracis	58554001	3452507015		32
3465961000006115	31	^ESCTPN346596		Pneumonia in pertussis	59475000	98793016		32
3524071000006110	1643	^ESCTTR352407		Tracheitis	62994001	104710013		32
3536621000006113	4	^ESCTFU353662		Fungal infection of lung	63741006	105942019		31
3548591000006113	1	^ESCTPN354859		Pneumonia caused by Klebsiella pneumoniae	64479007	3295403017		32
3551861000006113	18	^ESCTIN355186		Interstitial pneumonitis	64667001	107472019		32
3555871000006115	2	^ESCTPA355587		Parainfluenza virus pneumonia	64917006	107903018		32
3555881000006117	122	^ESCTPA355588		Parainfluenzal pneumonia	64917006	499984015		32
3555901000006115	5	^ESCTPA355590		Parainfluenza pneumonia	64917006	3035270018		32
3562731000006111	94	^ESCTOM356273		OM - Otitis media	65363002	1232668010		32
3573331000006112	2	^ESCTVI357333		Viral tracheitis	66011008	109619016		31
3580251000006114	3	^ESCTUN358025		Unresolved lobar pneumonia	66429007	110320016		31
3603241000006113	3	^ESCTAC360324		Acute ethmoiditis	67832005	1232976010		32
3638531000006118	11	^ESCTAD363853		Adenoiditis	70020005	116296014		31
3644641000006118	1	^ESCTAD364464		Adenoviral pharyngoconjunctivitis	70385007	116921015		31
3657821000006118	3	^ESCTCR365782		Croup syndrome	71186008	118209019		32
3669971000006114	2	^ESCTIN366997		Infective pneumonia acquired prenatally	71926009	119512012		32
3677571000006117	15	^ESCTSC367757		Scleroma	72409005	502116016		32
3690461000006118	4	^ESCTBA369046		Bacterial pleurisy	73198007	121564016		31
3691001000006119	1	^ESCTCH369100		Chronic ethmoiditis	73237007	1233606017		32
3708961000006119	50	^ESCTGO370896		Gonorrhoea of pharynx	74372003	502680016		32
3708971000006114	1	^ESCTGO370897		Gonorrhea of pharynx	74372003	123517013		32
3708981000006112	6	^ESCTGO370898		Gonococcal pharyngitis	74372003	1233737010		32
3727741000006111	8	^ESCTAC372774		Acute bacterial sinusitis	75498004	125396019		31
3760591000006119	12	^ESCTAC376059		Acute sanguinous otitis media	77478005	128622017		32
3760601000006110	53	^ESCTAC376060		Acute non-suppurative otitis media with haemotympanum	77478005	503586012		32
3760621000006117	5	^ESCTAC376062		Acute non-suppurative otitis media - sanguinous	77478005	503588013		32
3760631000006119	11	^ESCTAC376063		Acute non-suppurative otitis media - bloody	77478005	503589017		32
3782541000006112	1	^ESCTCH378254		Chronic middle ear effusion	78868004	503927014		32
3782551000006114	4	^ESCTGL378255		Glue ear - mucoid	78868004	503928016		32
3782571000006116	7	^ESCTOM378257		OME - Otitis media with effusion	78868004	503930019		32
3782601000006111	219	^ESCTOT378260		Otitis media with effusion	78868004	503933017		32
3782621000006118	10	^ESCTSE378262		Secretory otitis media	78868004	503935012		32
3782651000006110	3	^ESCTCH378265		Chronic secretory otitis media	78868004	503938014		32
3782661000006112	2	^ESCTCH378266		Chronic MEE - Chronic middle ear effusion	78868004	503939018		32
3782671000006117	4	^ESCTCH378267		Chronic non-suppurative otitis media with effusion	78868004	503940016		32
3792531000006115	2	^ESCTRE379253		Respiratory syncytial virus bronchitis	79479005	131859018		31
3805511000006115	3	^ESCTAC380551		Acute bronchitis with bronchospasm	80257001	133165010		31
3807341000006118	752	^ESCTEP380734		Epiglottitis	80384002	133387014		32
3826261000006116	36	^ESCTGL382626		Glue ear - serous	81564005	504725016		32
3826291000006112	5	^ESCTCH382629		Chronic non-suppurative otitis media with effusion - serous	81564005	504728019		32
3838211000006117	3	^ESCTIN383821		Infective rhinitis	82272006	136469015		32
3838241000006118	1	^ESCTHE383824		Head cold	82272006	200997013		32
3838251000006116	21	^ESCTAC383825		Acute infective rhinitis	82272006	504995016		32
3873191000006110	2	^ESCTFE387319		Fetid chronic bronchitis	84409004	139979010		32
3880611000006112	6	^ESCTAB388061		Abscess of parapharyngeal space	84889008	1234990012		32
3880621000006116	7	^ESCTAB388062		Abscess of lateral pharyngeal space	84889008	1234991011		32
3896411000006114	21	^ESCTLT389641		LTB - Laryngotracheobronchitis	85915003	506814018		32
3902951000006113	1119	^ESCTAC390295		Acute suppurative otitis media with spontaneous rupture of ear drum	86279000	143085014		32
3902971000006115	172	^ESCTAC390297		Acute suppurative otitis media with discharge	86279000	1235119017		32
3914111000006115	3	^ESCTIN391411		Infective OE	86981007	507346019		32
3924831000006114	113	^ESCTCH392483		Chronic tubotympanic suppurative otitis media	87665008	145352014		32
3949901000006113	1	^ESCTAC394990		Acute abscess of maxillary sinus	89194009	147901018		31
3955621000006112	49	^ESCTCA395562		Catarrhal bronchitis	89549007	148474017		32
3958541000006113	63	^ESCTCH395854		Chronic tympanitis	89723004	148748012		32
3958561000006112	7	^ESCTCH395856		Chronic myringitis	89723004	148753019		32
4063891000006110	204	^ESCTFL406389		Flu-like symptoms	95891005	158840019		32
4063911000006112	4	^ESCTIN406391		Influenza like illness	95891005	2920741013		32
4075181000006112	183	^ESCTPE407518		Peritonsillar cellulitis	102453009	165688017		31
4075191000006110	14	^ESCTAC407519		Acute peritonsillitis	102453009	1218823019		31
4200901000006112	176	^ESCTCH420090		Chronic fungal otitis externa	111898002	1219702011		32
4200921000006119	2	^ESCTPN420092		Pneumonia in aspergillosis	111900000	179053012		32
4353381000006111	9	^ESCTAC435338		Acute bronchopneumonia	123587001	192076015		31
4411751000006117	3	^ESCTIN441175		Infectious disease of lung	128601007	206981011		31
4411761000006115	7	^ESCTPU441176		Pulmonary infection	128601007	206979014		31
4411771000006110	18	^ESCTLU441177		Lung infection	128601007	206980012		31
4514601000006116	5	^ESCTPT451460		PTB - Pulmonary tuberculosis	154283005	1784749013		32
4514611000006118	100	^ESCTTB451461		TB - Pulmonary tuberculosis	154283005	1784750013		32
4733021000006111	1	^ESCTOB473302		Obstructive chronic bronchitis	185086009	285104011		32
4733031000006114	6	^ESCTCH473303		Chronic obstructive bronchitis	185086009	2668815014		32
4741561000006110	31	^ESCTPU474156		Pulmonary Mycobacterium avium complex infection	186342000	2840639014		32
4742661000006116	2	^ESCTEN474266		Enteroviral vesicular pharyngitis	186659004	286907010		32
4743831000006116	2	^ESCTVI474383		Vincent's angina - pharyngitis	186963008	287433015		32
4774551000006112	1776	^ESCTAC477455		Acute serous otitis media	194240006	299014013		32
4774691000006119	15	^ESCTAS477469		ASOM - Acute suppurative otitis media	194281003	299062019		32
4774701000006119	1	^ESCTAC477470		Acute purulent otitis media	194281003	299064018		32
4774711000006116	1	^ESCTAC477471		Acute suppurative otitis media due to another disease	194282005	2575709017		32
4780151000006115	182	^ESCTAC478015		Acute exudative tonsillitis	195669000	301039017		32
4780231000006116	9	^ESCTRA478023		RAT - Recurrent acute tonsillitis	195677001	301048010		32
4780421000006115	1	^ESCTAC478042		Acute Moraxella catarrhalis bronchitis	195722003	2470034017		32
4780451000006112	5	^ESCTAC478045		Acute coxsackievirus bronchitis	195725001	301112010		32
4780481000006116	70	^ESCTAC478048		Acute parainfluenza virus bronchitis	195726000	301114011		32
4780491000006118	92	^ESCTAC478049		Acute respiratory syncytial virus bronchitis	195727009	301115012		32
4780511000006112	1	^ESCTAC478051		Acute bronchitis caused by rhinovirus	195728004	3290504011		32
4780521000006116	3	^ESCTAC478052		Acute echovirus bronchitis	195729007	301117016		32
4780571000006115	4	^ESCTAC478057		Acute bronchiolitis caused by respiratory syncytial virus	195739001	3290582012		32
4781131000006116	1	^ESCTPN478113		Pneumonia caused by respiratory syncytial virus	195881003	3291454010		32
4781141000006114	41	^ESCTGR478114		Group B streptococcal pneumonia	195886008	301369019		32
4781151000006111	5	^ESCTPR478115		Proteus pneumonia	195888009	301371019		32
4781181000006115	2	^ESCTLE478118		Legionnaires' disease	195889001	3035187010		32
4781191000006117	4	^ESCTLE478119		Legionnaires disease	195889001	3035554019		32
4781201000006119	29	^ESCTPN478120		Pneumonia due to pleuropneumonia-like organism	195896004	301380019		32
4781261000006118	6	^ESCTAC478126		Actinomycotic pneumonia	195908008	301395017		32
4781271000006113	3	^ESCTNO478127		Nocardial pneumonia	195909000	301396016		32
4781311000006113	16	^ESCTVA478131		Varicella pneumonia	195911009	301401017		32
4782121000006111	179	^ESCTLO478212		Loculated empyema	196067009	301631015		32
4836861000006117	2	^ESCTCO483686		Congenital staphylococcal pneumonia	206283000	316313019		32
4836871000006112	12	^ESCTCO483687		Congenital group A haemolytic streptococcal pneumonia	206284006	316314013		32
4836891000006113	46	^ESCTCO483689		Congenital group B haemolytic streptococcal pneumonia	206285007	316317018		32
4836911000006110	1	^ESCTCO483691		Congenital Escherichia coli pneumonia	206286008	316318011		32
4836921000006119	9	^ESCTCO483692		Congenital pseudomonal pneumonia	206287004	316319015		32
5033471000006111	54	^ESCTAC503347		Acute viral otitis externa	232222008	347939012		31
5033481000006114	144	^ESCTAC503348		Acute fungal otitis externa	232223003	347940014		31
5033511000006118	38	^ESCTCH503351		Chronic bacterial otitis externa	232225005	347943011		31
5033521000006114	1	^ESCTCH503352		Chronic viral otitis externa	232226006	347944017		31
5033541000006119	81	^ESCTNE503354		Necrotising otitis externa	232228007	347947012		31
5033551000006117	11	^ESCTNE503355		Necrotizing otitis externa	232228007	347946015		31
5033571000006110	3	^ESCTMA503357		Malignant otitis externa due to Pseudomonas aeruginosa	232230009	347949010		31
5033591000006111	534	^ESCTNO503359		Non-infective otitis externa	232231008	347950010		32
5033621000006113	47	^ESCTAC503362		Acute irritant otitis externa	232233006	347953012		31
5033641000006118	9	^ESCTAC503364		Acute traumatic otitis externa	232235004	347955017		31
5033681000006112	27	^ESCTCH503368		Chronic irritant otitis externa	232239005	347959011		31
5033691000006110	2	^ESCTCH503369		Chronic allergic otitis externa	232240007	347960018		15
5033701000006110	1	^ESCTCH503370		Chronic traumatic otitis externa	232241006	347961019		31
5033721000006117	27	^ESCTSE503372		Seborrhoeic otitis externa	232243009	347964010		31
5033751000006114	46	^ESCTGR503375		Granular myringitis	232245002	347966012		31
5033801000006119	104	^ESCTRE503380		Recurrent acute suppurative otitis media	232251007	347975014		31
5033811000006116	16	^ESCTRE503381		Recurrent acute non-suppurative otitis media	232252000	347976010		31
5033821000006112	220	^ESCTCH503382		Chronic non-suppurative otitis media	232254004	347978011		32
5033831000006110	20	^ESCTOT503383		Otitis media with effusion - sanguinous	232256002	347980017		31
5033851000006115	10	^ESCTCH503385		Chronic non-suppurative otitis media without effusion	232257006	347983015		32
5033871000006113	10	^ESCTAT503387		Atrophic tympanic membrane	232258001	347985010		32
5033881000006111	3	^ESCTAT503388		Atelectasis of eardrum	232258001	347986011		32
5035301000006113	2	^ESCTAB503530		Abscess of nasal cavity	232363000	348128012		31
5035361000006114	1	^ESCTNA503536		Nasal syphilis	232367004	348133011		31
5035671000006113	4	^ESCTSU503567		Suppurative sinusitis with complications	232390009	348165014		31
5035681000006111	645	^ESCTRE503568		Recurrent acute sinusitis	232391008	348166010		32
5035711000006112	3	^ESCTCH503571		Chronic panethmoidal sinusitis	232395004	348170019		31
5035721000006116	4	^ESCTCH503572		Chronic osteomeatal disease	232396003	348171015		31
5035741000006111	12	^ESCTCH503574		Chronic frontoethmoidal sinusitis	232397007	348173017		31
5035771000006115	81	^ESCTAC503577		Acute herpes simplex pharyngitis	232399005	348175012		31
5035791000006119	3	^ESCTAC503579		Acute herpes zoster pharyngitis	232400003	348177016		31
5035801000006118	827	^ESCTGL503580		Glandular fever pharyngitis	232401004	348178014		31
5035831000006114	3	^ESCTCH503583		Chlamydial pharyngitis	232403001	348181016		32
5035851000006119	16	^ESCTAC503585		Acute pharyngeal candidiasis	232404007	348185013		31
5035881000006110	2	^ESCTCH503588		Chronic ulcerative pharyngitis	232405008	348186014		31
5036081000006113	2	^ESCTVI503608		Vincent tonsillitis	232417005	2837843014		32
5036091000006111	15	^ESCTAC503609		Acute infection of tonsillar remnant	232418000	348207013		31
5036201000006110	109	^ESCTAC503620		Acute simple laryngitis	232426008	348219017		31
5036251000006114	1	^ESCTAC503625		Acute subglottic laryngitis	232429001	348224019		31
5036271000006116	19	^ESCTRE503627		Recurrent allergic croup	232430006	348225018		31
5036301000006119	15	^ESCTAD503630		Adult acute epiglottitis and supraglottitis	232433008	348229012		31
5036311000006116	7	^ESCTCH503631		Chronic fungal laryngitis	232434002	348230019		31
5053331000006119	17	^ESCTAC505333		Acute mycoplasmal bronchitis	233599001	350043015		32
5053371000006116	272	^ESCTAC505337		Acute viral bronchiolitis	233602006	350047019		32
5053381000006118	2	^ESCTAC505338		Acute bronchiolitis due to adenovirus	233603001	350048012		31
5053421000006111	111	^ESCTPN505342		Pneumococcal pneumonia	233607000	350052012		31
5053461000006117	1	^ESCTNE505346		Neonatal chlamydial pneumonia	233610007	350055014		31
5053491000006113	10	^ESCTFU505349		Fungal pneumonia	233613009	350060013		32
5053571000006111	16	^ESCTNE505357		Neonatal pneumonia	233619008	350067011		31
5053611000006118	25	^ESCTIN505361		Infectious mononucleosis pneumonia	233622005	1208694011		31
5055731000006119	5	^ESCTIN505573		Infectious disorder of trachea	233785003	1208695012		32
5055841000006117	1	^ESCTTU505584		Tuberculous bronchopleural fistula	233794009	350314019		31
5055851000006115	29	^ESCTIN505585		Infectious disorder of bronchus	233795005	1208696013		32
5055861000006118	4	^ESCTBR505586		Bronchial sepsis	233795005	350315018		32
5055881000006111	2	^ESCTBR505588		Bronchial infection	233795005	1223077015		32
5055901000006113	1	^ESCTIN505590		Infected bronchogenic cyst	233797002	350317014		31
5055921000006115	1	^ESCTAC505592		Acute toxic tracheobronchitis	233799004	350319012		31
5150921000006117	2	^ESCTCH515092		Chronic necrotising pulmonary aspergillosis	240702004	360531013		31
5153171000006110	15	^ESCTCA515317		Capillaria aerophila chest infection	240871004	360777018		31
5501871000006119	5	^ESCTCH550187		Chronic atticoantral disease	267759006	399850016		31
5517111000006113	1	^ESCTEU551711		Eustachian salpingitis	270491006	2476052010		32
5525211000006118	1	^ESCTPL552521		Pleural empyema with fistula	271503005	406304014		32
5525221000006114	3	^ESCTPL552522		Pleural empyema with no fistula	271504004	406306011		32
5526131000006112	30	^ESCTWH552613		Whooping cough-like syndrome	271567008	406397013		31
5573791000006115	6	^ESCTAC557379		Acute fibrinous laryngotracheobronchitis	275495004	411485019		31
5573811000006116	53	^ESCTIN557381		Infection of lower respiratory tract and mediastinum	275497007	411487010		31
5589281000006115	6	^ESCTCO558928		Congenital viral pneumonia	276692000	412962014		32
5605771000006116	9	^ESCTNO560577		Non-tuberculous mycobacterial pneumonia	277869007	414595013		31
5613841000006116	2	^ESCTTR561384		Tropical pulmonary eosinophilia	278484009	415407017		32
5613861000006117	1	^ESCTFI561386		Filarial hypereosinophilia	278484009	2579262019		32
5613881000006110	1	^ESCTEO561388		Eosinophilic lung	278484009	2579264018		32
5655871000006119	13897	^ESCTUR565587		URTI - Viral upper respiratory tract infection	281794004	419886011		32
5887681000006112	531	^ESCTLO588768		Lower lobe pneumonia	300999006	442212019		32
5887701000006110	38	^ESCTLE588770		Left basal pneumonia	301000005	442213012		32
5887711000006113	7	^ESCTLL588771		LLL - Left lower lobe pneumonia	301000005	442214018		32
5887721000006117	61	^ESCTLE588772		Left lower lobe pneumonia	301000005	442215017		32
5887731000006119	3	^ESCTLL588773		LLZ - Left lower zone pneumonia	301000005	442216016		32
5887741000006112	3	^ESCTLO588774		Lobar pneumonia left lower lobe	301000005	3035602017		32
5887761000006111	34	^ESCTRI588776		Right basal pneumonia	301001009	442219011		32
5887771000006116	3	^ESCTRL588777		RLZ - Right lower zone pneumonia	301001009	442220017		32
5887781000006118	12	^ESCTRL588778		RLL - Right lower lobe pneumonia	301001009	442221018		32
5887791000006115	44	^ESCTRI588779		Right lower lobe pneumonia	301001009	442222013		32
5887801000006119	4	^ESCTLO588780		Lobar pneumonia right lower lobe	301001009	3035463015		32
5887821000006112	14	^ESCTLE588782		Left upper lobe pneumonia	301002002	442223015		32
5887841000006117	2	^ESCTLO588784		Lobar pneumonia left upper lobe	301002002	3035250012		32
5887861000006118	1	^ESCTRM588786		RMZ - Right middle zone pneumonia	301003007	442227019		32
5887871000006113	17	^ESCTRI588787		Right middle lobe pneumonia	301003007	442228012		32
5887901000006113	4	^ESCTRU588790		RUL - Right upper lobe pneumonia	301004001	442229016		32
5887921000006115	25	^ESCTRI588792		Right upper lobe pneumonia	301004001	442231013		32
5887931000006117	2	^ESCTLO588793		Lobar pneumonia right upper lobe	301004001	3035542019		32
5899261000006111	98	^ESCTAC589926		Acute viral laryngotracheitis	301824001	443307011		31
5912821000006115	11	^ESCTAS591282		Aspergillus otomycosis	302905001	444899019		31
5912901000006119	38	^ESCTAC591290		Acute lingual tonsillitis	302911003	444908017		31
5983281000006111	10	^ESCTSE598328		Secondary bacterial pneumonia	308906005	452294011		31
5992751000006117	2	^ESCTEN599275		Encephalitis due to influenza	309789002	453273018		32
6013001000006119	176	^ESCTBA601300		Bacterial upper respiratory infection	312118003	455783018		31
6013011000006116	3	^ESCTUP601301		Upper respiratory bacterial infection	312118003	1227445010		31
6013021000006112	104	^ESCTBA601302		Bacterial lower respiratory infection	312119006	455784012		31
6013161000006119	1400	^ESCTVI601316		Viral lower respiratory infection	312134000	455799012		31
6013861000006113	569	^ESCTIN601386		Infective otitis media	312218008	455892014		31
6015831000006117	55	^ESCTAC601583		Acute infective tracheobronchitis	312400008	456103015		31
6016171000006115	107	^ESCTIN601617		Infective pharyngitis	312422001	456133010		32
6016181000006117	97	^ESCTIN601618		Infective laryngitis	312423006	456134016		31
6027951000006119	1	^ESCTEN602795		Encephalitis due to influenza-specific virus not identified	313251006	457112014		32
6041771000006119	25	^ESCTIN604177		Infective pleurisy	314042000	458323016		31
6041781000006116	159	^ESCTVI604178		Viral pleurisy	314043005	458324010		31
6204261000006117	6	^ESCTAC620426		Acute nonsuppurative otitis media	359609001	2476663014		32
6213641000006118	177	^ESCTCH621364		Chronic mucus hypersecretion	360470001	476297017		32
6438611000006117	4	^ESCTFO643861		Follicular bronchiolitis	385479009	1479685019		31
6566921000006119	6	^ESCTBR656692		Bronchial pneumonia	396285007	1785531017		32
6566931000006116	2	^ESCTLO656693		Lobular pneumonia	396285007	3465272019		32
6566941000006114	9	^ESCTBI656694		Bilateral bronchopneumonia	396286008	1776259019		31
6604661000006116	534	^ESCTSA660466		SARS	398447004	1786336019		32
6604671000006111	55	^ESCTSA660467		SARS-CoV infection	398447004	2536663014		32
6717931000006115	1	^ESCTIR671793		Irritation of the throat	405737000	2163144017		32
6718921000006117	1	^ESCTAL671892		Allergic otitis externa	405821001	2157595012		15
6750331000006114	236	^ESCTBI675033		Bilateral pneumonia	407671000	2159270017		31
6765531000006117	13	^ESCTHE676553		Healthcare associated pneumonia	408679000	2470540015		31
6765541000006110	2	^ESCTHE676554		Healthcare associated bacterial pneumonia	408680002	2470541016		31
6870511000006114	8	^ESCTPC687051		PCP - Pneumocystis pneumonia	415125002	2537081018		32
7044721000006118	3	^ESCTNO704472		Nosocomial pneumonia	425464007	2674071017		32
7044731000006115	219	^ESCTHA704473		HAP - hospital acquired pneumonia	425464007	3427976013		32
7049011000006110	1826	^ESCTAC704901		Acute exacerbation of chronic bronchitis	425748003	2674296011		32
7052581000006116	3	^ESCTBI705258		Bilateral lower lobe pneumonia	425996009	3035611017		32
7080681000006111	8	^ESCTCH708068		Chronic recurrent sinusitis	427909005	2693609018		31
7092311000006111	2	^ESCTIN709231		Inactive pulmonary tuberculosis	428697002	2694098010		31
7108381000006111	1	^ESCTCH710838		Chronic otitis media after insertion of grommet	429767005	2695339017		31
7159131000006114	1	^ESCTHU715913		Human papilloma virus infection of vocal cord	432381000	2768893017		31
7251651000006111	2	^ESCTIN725165		Inflammation of larynx due to virus	441551009	2816880016		32
7252221000006110	2	^ESCTPN725222		Pneumonia due to Severe acute respiratory syndrome coronavirus	441590008	2816947012		31
7253251000006114	1	^ESCTPN725325		Pneumonia due to Staphylococcus aureus	441658007	2817462013		31
7253261000006111	1	^ESCTPN725326		Pneumonia caused by Staphylococcus aureus	441658007	3294657013		31
7264301000006114	2257	^ESCTIN726430		Influenza due to Influenza A virus	442438000	2820076015		32
7264311000006112	142	^ESCTIN726431		Influenza caused by Influenza A virus	442438000	3295409018		32
7267051000006117	8	^ESCTIN726705		Influenza A (H1N1)	442696006	2820794017		32
7267061000006115	2	^ESCTIN726706		Influenza caused by Influenza A virus subtype H1N1	442696006	3291265019		32
